-7.00E+01,9.52E+05,3.69E+04,4.49E+02,5.85E+05
-7.00E+01,9.67E+05,3.79E+04,4.26E+02,6.21E+05
-7.00E+01,8.97E+05,3.88E+04,3.92E+02,8.16E+05
-6.00E+01,9.73E+05,3.27E+04,3.02E+02,6.92E+05
-6.00E+01,9.20E+05,3.10E+04,3.00E+02,2.48E+05
-6.00E+01,9.51E+05,3.20E+04,3.33E+02,4.91E+05
-4.50E+01,9.22E+05,3.12E+04,3.97E+02,3.90E+05
-4.50E+01,8.87E+05,3.14E+04,3.60E+02,4.27E+05
-4.50E+01,1.05E+06,3.93E+04,3.33E+02,3.50E+05
-3.00E+01,9.39E+05,3.61E+04,3.91E+02,6.66E+05
-3.00E+01,1.03E+06,3.58E+04,3.87E+02,3.25E+05
-3.00E+01,9.73E+05,3.61E+04,3.67E+02,3.37E+05
-1.50E+01,1.01E+06,3.54E+04,2.86E+02,1.59E+05
-1.50E+01,9.75E+05,3.51E+04,3.19E+02,1.99E+05
-1.50E+01,1.03E+06,3.55E+04,3.34E+02,3.61E+05
0.00E+00,1.02E+06,3.56E+04,2.68E+02,2.68E+05
0.00E+00,1.01E+06,3.52E+04,2.81E+02,4.61E+05
0.00E+00,1.02E+06,3.60E+04,2.51E+02,6.81E+05
1.50E+01,1.02E+06,3.54E+04,2.68E+02,1.22E+06
1.50E+01,1.02E+06,3.54E+04,3.03E+02,1.03E+06
1.50E+01,1.02E+06,3.61E+04,3.57E+02,2.58E+05
3.00E+01,1.04E+06,3.71E+04,3.04E+02,1.25E+06
3.00E+01,9.49E+05,3.49E+04,4.50E+02,1.25E+06
3.00E+01,1.02E+06,3.75E+04,3.52E+02,6.86E+05
4.50E+01,9.78E+05,3.57E+04,2.64E+02,2.36E+05
4.50E+01,9.84E+05,3.37E+04,1.69E+02,1.90E+05
4.50E+01,9.82E+05,3.67E+04,1.83E+02,5.07E+05
6.00E+01,9.86E+05,3.96E+04,1.62E+02,2.89E+05
6.00E+01,9.41E+05,3.72E+04,2.59E+02,5.71E+05
6.00E+01,1.03E+06,3.93E+04,1.33E+02,2.17E+05
7.00E+01,9.27E+05,3.89E+04,1.67E+02,4.24E+05
7.00E+01,9.27E+05,3.96E+04,1.74E+02,5.30E+05
7.00E+01,9.94E+05,4.09E+04,2.09E+02,3.34E+05
